Geneid	Length
AT2G38170	4244
AT2G08940	247
AT2G38180	2106
AT2G38185	3244
AT2G38195	4392
AT2G38210	974
AT2G38220	3042
AT2G38230	1283
AT2G38240	2457
AT2G38250	1947
AT2G38255	2521
AT2G38270	1985
AT2G38280	5681
AT2G38290	3092
AT2G38300	2068
AT2G38310	1439
AT2G08945	205
AT2G08950	611
AT2G38320	2726
AT2G38325	107
AT2G08955	768
AT2G38330	2935
AT2G38340	1220
AT2G08960	205
AT2G38350	968
AT2G38360	1279
AT2G38365	1127
AT2G38370	2939
AT2G38380	2493
AT2G38390	1993
AT2G38400	2809
AT2G38410	3761
AT2G38420	1652
AT2G38430	2570
AT2G38440	5987
AT2G38450	1073
AT2G38460	3045
AT2G38465	726
AT2G38470	2532
AT2G08965	272
AT2G38480	1171
AT2G38490	1296
AT2G38500	1793
AT2G38510	1551
AT2G38530	1224
AT2G38540	951
AT2G38550	2700
AT2G38560	2153
AT2G38570	2198
AT2G38580	4088
AT2G38590	1288
AT2G08970	248
AT2G38600	1515
AT2G38610	2829
AT2G38620	1614
AT2G38630	2803
AT2G38640	1140
AT2G08975	324
AT2G38646	246
AT2G38650	4422
AT2G38660	2708
AT2G38670	3207
AT2G38680	2172
AT2G38690	1124
AT2G38695	2544
AT2G38700	3572
AT2G38710	3015
AT2G38720	4056
AT2G38730	1848
AT2G38740	1858
AT2G38750	2568
AT2G38760	1726
AT2G38770	7487
AT2G38780	4706
AT2G38790	1076
AT2G38800	2408
AT2G38810	1709
AT2G38820	1932
AT2G38823	1511
AT2G38830	1096
AT2G38840	5472
AT2G38860	2509
AT2G38870	1024
AT2G38880	2483
AT2G08980	201
AT2G38890	1841
AT2G38900	961
AT2G38905	471
AT2G38910	2950
AT2G38920	2872
AT2G38940	3097
AT2G38950	4468
AT2G38960	3049
AT2G08985	283
AT2G38970	2976
AT2G38995	2914
AT2G39000	2051
AT2G08990	388
AT2G39010	2822
AT2G39020	1356
AT2G39030	1096
AT2G39040	2004
AT2G39050	2339
AT2G08995	200
AT2G39060	1872
AT2G39080	2825
AT2G39090	4734
AT2G39100	2032
AT2G39110	2239
AT2G39120	1237
AT2G09000	194
AT2G39130	4357
AT2G09005	264
AT2G39140	3277
AT2G39160	684
AT2G39170	1752
AT2G09010	345
AT2G39175	85
AT2G39180	2619
AT2G39190	6130
AT2G39200	3903
AT2G39210	2469
AT2G39220	2288
AT2G09015	206
AT2G09020	241
AT2G39230	3166
AT2G39240	3717
AT2G39250	2486
AT2G39260	7889
AT2G39270	1703
AT2G09025	416
AT2G39280	5361
AT2G39290	2022
AT2G39300	4336
AT2G39310	2812
AT2G39320	1041
AT2G39330	2676
AT2G39340	6568
AT2G09035	184
AT2G39350	2667
AT2G09040	653
AT2G39355	330
AT2G39360	3207
AT2G39370	1413
AT2G39375	2667
AT2G39380	2078
AT2G39390	1325
AT2G39400	2390
AT2G39410	2795
AT2G39415	408
AT2G39420	2974
AT2G09045	142
AT2G39430	1185
AT2G39435	2620
AT2G39440	1799
AT2G39445	1496
AT2G39450	2501
AT2G39460	1993
AT2G39470	1646
AT2G39480	7248
AT2G09050	472
AT2G39490	1744
AT2G39500	1096
AT2G09055	310
AT2G39510	2201
AT2G39518	1327
AT2G39520	809
AT2G39530	1161
AT2G39540	627
AT2G39550	2809
AT2G39560	1313
AT2G39570	2383
AT2G39580	6928
AT2G39590	660
AT2G39600	72
AT2G39610	72
AT2G39620	2655
AT2G39630	3048
AT2G39640	1953
AT2G39650	1765
AT2G39660	2460
AT2G39670	3144
AT2G39675	990
AT2G39681	1034
AT2G39690	2485
AT2G39700	1915
AT2G09060	504
AT2G09065	314
AT2G09070	383
AT2G09075	503
AT2G39705	1468
AT2G39710	1654
AT2G39720	2375
AT2G39725	1319
AT2G39730	2947
AT2G39740	3369
AT2G39750	3613
AT2G39760	3258
AT2G09080	141
AT2G39770	2477
AT2G39780	2659
AT2G39782	480
AT2G39790	968
AT2G39795	1325
AT2G39800	5248
AT2G39805	2758
AT2G39810	5346
AT2G39820	1525
AT2G39830	4408
AT2G39840	2197
AT2G39850	3843
AT2G39851	1050
AT2G39855	1837
AT2G39860	72
AT2G39865	147
AT2G39870	2486
AT2G39880	1817
AT2G39885	133
AT2G09085	276
AT2G39890	2836
AT2G39900	1976
AT2G39910	2453
AT2G39920	1523
AT2G39930	6644
AT2G09090	1249
AT2G39940	3372
AT2G39950	3962
AT2G39960	2423
AT2G39970	2984
AT2G39980	2510
AT2G39975	532
AT2G09095	203
AT2G09100	320
AT2G39990	2269
AT2G40000	1847
AT2G40004	892
AT2G09105	245
AT2G40008	1508
AT2G40010	2394
AT2G40020	2411
AT2G40030	9259
AT2G40050	1923
AT2G40060	1784
AT2G40070	3544
AT2G40080	660
AT2G09110	239
AT2G40085	978
AT2G40090	3021
AT2G40095	2257
AT2G40100	1797
AT2G40110	1760
AT2G40113	1280
AT2G40116	3039
AT2G40120	2709
AT2G09115	496
AT2G40130	3571
AT2G40140	2738
AT2G40150	1820
AT2G40160	2086
AT2G40165	1645
AT2G40170	817
AT2G40180	1782
AT2G40190	2418
AT2G40200	1367
AT2G40205	448
AT2G40210	1116
AT2G40220	1339
AT2G09120	287
AT2G09125	342
AT2G40230	1744
AT2G40240	1614
AT2G40250	2035
AT2G40260	2201
AT2G09130	276
AT2G09135	270
AT2G40270	3227
AT2G09140	239
AT2G40280	3011
AT2G40290	2461
AT2G40300	2186
AT2G40310	1647
AT2G40316	3343
AT2G40320	2324
AT2G40330	1607
AT2G40340	2335
AT2G40350	1370
AT2G40360	3892
AT2G40370	2821
AT2G40380	1142
AT2G40390	1812
AT2G40400	4150
AT2G40410	2348
AT2G40420	2071
AT2G40430	3598
AT2G40435	2477
AT2G40440	369
AT2G09150	122
AT2G40450	951
AT2G09155	199
AT2G40460	4764
AT2G40470	1995
AT2G40475	1254
AT2G40480	2450
AT2G40490	2398
AT2G40500	888
AT2G40510	1510
AT2G40520	3625
AT2G40530	780
AT2G40540	4115
AT2G40550	3652
AT2G40560	912
AT2G40570	2694
AT2G40580	1140
AT2G40590	1565
AT2G40600	1889
AT2G40610	1915
AT2G40620	2766
AT2G40630	3711
AT2G40640	2252
AT2G40650	2513
AT2G40660	3211
AT2G40670	2441
AT2G40690	2543
AT2G40700	3015
AT2G09160	348
AT2G40710	664
AT2G40711	1184
AT2G09165	1068
AT2G40715	2705
AT2G09170	282
AT2G40720	2583
AT2G09175	273
AT2G40730	6473
AT2G40740	2422
AT2G40750	2110
AT2G09180	275
AT2G09185	658
AT2G40745	744
AT2G40760	2166
AT2G40765	1150
AT2G09190	655
AT2G40770	8338
AT2G40780	1440
AT2G40790	1350
AT2G40800	2768
AT2G40805	199
AT2G09195	407
AT2G40810	2189
AT2G40815	1741
AT2G09200	587
AT2G40820	3917
AT2G40830	2293
AT2G40840	6131
AT2G40850	2670
AT2G40860	3829
AT2G40880	735
AT2G40890	2600
AT2G09205	529
AT2G40900	2716
AT2G40910	1817
AT2G40920	1824
AT2G40925	1335
AT2G40930	6218
AT2G40935	1632
AT2G40940	3006
AT2G40950	2992
AT2G40955	2464
AT2G40960	2290
AT2G40970	1182
AT2G40980	2713
AT2G40990	1934
AT2G40995	445
AT2G41997	496
AT2G41000	2196
AT2G41010	1250
AT2G09210	573
AT2G41020	3911
AT2G41040	1896
AT2G41050	3303
AT2G41060	3581
AT2G41070	2634
AT2G09215	347
AT2G41080	1953
AT2G41082	235
AT2G41090	1653
AT2G09220	395
AT2G41100	2664
AT2G41105	827
AT2G41110	1249
AT2G09225	609
AT2G41120	1211
AT2G09230	269
AT2G41130	2127
AT2G09235	320
AT2G41140	3599
AT2G41150	2178
AT2G41160	2948
AT2G41170	2221
AT2G41178	1361
AT2G41180	920
AT2G41190	3281
AT2G41200	1726
AT2G41210	3493
AT2G41220	11298
AT2G41225	509
AT2G41230	950
AT2G41231	624
AT2G41240	1418
AT2G41250	2192
AT2G41260	1247
AT2G41280	727
AT2G41290	2752
AT2G09240	380
AT2G41300	2074
AT2G09245	207
AT2G41310	3041
AT2G09250	299
AT2G41312	1171
AT2G41330	1572
AT2G41340	2350
AT2G41342	523
AT2G41350	2707
AT2G41355	427
AT2G41360	2329
AT2G41370	2883
AT2G41375	607
AT2G09255	274
AT2G41380	1376
AT2G41390	817
AT2G41400	664
AT2G09260	236
AT2G09265	348
AT2G41410	1290
AT2G09270	267
AT2G41415	767
AT2G41417	339
AT2G41420	1731
AT2G41430	1385
AT2G41440	3252
AT2G41445	2138
AT2G41450	3683
AT2G41451	2494
AT2G41460	3554
AT2G09280	224
AT2G41470	3798
AT2G41473	276
AT2G41475	1588
AT2G41480	1832
AT2G41490	2640
AT2G41500	3297
AT2G41505	2592
AT2G41510	2943
AT2G41515	2087
AT2G41520	5590
AT2G41530	2366
AT2G41540	3390
AT2G41550	2288
AT2G41560	5443
AT2G41590	1646
AT2G41600	2304
AT2G41610	1083
AT2G41620	7800
AT2G41616	138
AT2G41630	2324
AT2G09285	400
AT2G41640	3415
AT2G41650	1874
AT2G09290	280
AT2G41660	1715
AT2G09295	301
AT2G41670	2242
AT2G41680	2905
AT2G41690	1205
AT2G41700	13412
AT2G41705	2812
AT2G09300	573
AT2G41710	3029
AT2G09305	1530
AT2G41720	3723
AT2G41730	965
AT2G41740	7149
AT2G41750	1193
AT2G41760	2683
AT2G41770	2925
AT2G09310	331
AT2G41780	891
AT2G41790	7077
AT2G41800	1726
AT2G41810	2154
AT2G41820	3365
AT2G41830	7022
AT2G41835	1993
AT2G41840	1855
AT2G41850	2588
AT2G41860	2876
AT2G41870	2120
AT2G41880	2785
AT2G41890	3728
AT2G09315	298
AT2G41900	3652
AT2G41905	682
AT2G41910	1122
AT2G41920	1049
AT2G41930	1058
AT2G09320	382
AT2G41940	1274
AT2G41945	3996
AT2G41950	1160
AT2G41960	5186
AT2G09325	210
AT2G41970	2521
AT2G41980	3056
AT2G41990	1771
AT2G42000	1201
AT2G42005	1730
AT2G42010	5816
AT2G42020	82
AT2G42030	2382
AT2G42040	2528
AT2G42060	1069
AT2G42070	2274
AT2G42065	1554
AT2G42080	2470
AT2G42090	1626
AT2G09330	327
AT2G42100	1735
AT2G42110	918
AT2G42120	3105
AT2G42130	2213
AT2G42140	993
AT2G42150	2375
AT2G09335	1764
AT2G42160	2855
AT2G42170	2684
AT2G42180	1040
AT2G42190	1820
AT2G42200	2503
AT2G09340	68
AT2G42210	1792
AT2G42220	1463
AT2G42230	3255
AT2G09345	203
AT2G42240	2888
AT2G42247	2534
AT2G42250	1775
AT2G42260	1834
AT2G42270	7258
AT2G42280	2476
AT2G09350	681
AT2G09355	345
AT2G09360	514
AT2G42290	2977
AT2G42300	3960
AT2G42310	948
AT2G09365	199
AT2G42320	3467
AT2G42330	3642
AT2G09370	347
AT2G42340	1597
AT2G42350	1300
AT2G42360	1245
AT2G42365	5378
AT2G42370	2200
AT2G42380	2206
AT2G42388	859
AT2G42390	1538
AT2G42395	990
AT2G42400	2694
AT2G09375	379
AT2G42410	1153
AT2G42420	71
AT2G42425	525
AT2G42430	1985
AT2G42440	1136
AT2G42450	2999
AT2G42455	339
AT2G42460	1418
AT2G42465	1588
AT2G42470	1248
AT2G42475	1410
AT2G42480	1913
AT2G42485	488
AT2G42490	4617
AT2G42500	3792
AT2G42510	3310
AT2G42520	4320
AT2G42530	1841
AT2G42540	1890
AT2G42550	1035
AT2G42560	2275
AT2G42570	3035
AT2G42580	3358
AT2G42590	2153
AT2G42600	4866
AT2G42610	2744
AT2G09380	550
AT2G42620	2400
AT2G42640	5654
AT2G42650	1711
AT2G42660	1330
AT2G09385	238
AT2G09390	372
AT2G42670	2951
AT2G42680	1489
AT2G42690	1477
AT2G09395	96
AT2G42700	4059
AT2G42710	2783
AT2G42720	2068
AT2G42725	878
AT2G42730	2179
AT2G42740	1451
AT2G42750	2464
AT2G42760	1597
AT2G42770	1807
AT2G42780	2505
AT2G42790	3233
AT2G09400	198
AT2G42800	2360
AT2G42810	4838
AT2G42820	1302
AT2G42830	3900
AT2G42835	2718
AT2G42840	1578
AT2G42850	2138
AT2G42860	1414
AT2G42865	324
AT2G42870	1203
AT2G09405	476
AT2G42880	4213
AT2G42885	901
AT2G42890	4735
AT2G42900	955
AT2G42910	2419
AT2G42920	4812
AT2G42930	405
AT2G42940	1203
AT2G42950	2895
AT2G42955	887
AT2G42960	3450
AT2G42970	73
AT2G42975	1068
AT2G42980	1775
AT2G42990	1620
AT2G43000	2180
AT2G09410	286
AT2G43010	2987
AT2G43020	3133
AT2G43030	1087
AT2G43040	3674
AT2G43050	2074
AT2G43060	1204
AT2G43070	4487
AT2G43080	3379
AT2G43090	1571
AT2G43100	1198
AT2G43110	2524
AT2G43137	77
AT2G43138	79
AT2G43139	79
AT2G43141	75
AT2G09415	290
AT2G43120	1958
AT2G43130	1421
AT2G43140	4495
AT2G09420	390
AT2G43150	1494
AT2G43160	5870
AT2G09425	318
AT2G43180	2333
AT2G43190	2274
AT2G43200	2614
AT2G43210	3122
AT2G43220	2465
AT2G43230	2476
AT2G43235	2138
AT2G09430	782
AT2G43240	5080
AT2G43250	2509
AT2G43255	1607
AT2G43260	1680
AT2G43261	1529
AT2G43270	1317
AT2G43280	1421
AT2G43290	996
AT2G43300	72
AT2G43310	788
AT2G09435	201
AT2G43320	3378
AT2G09440	1237
AT2G43330	3374
AT2G09445	500
AT2G09450	524
AT2G43340	1037
AT2G43350	2133
AT2G09455	381
AT2G43360	2577
AT2G43370	2263
AT2G43375	1576
AT2G09460	156
AT2G09465	163
AT2G43386	640
AT2G43390	651
AT2G43400	4184
AT2G43410	6009
AT2G09470	412
AT2G43420	3915
AT2G43430	2986
AT2G43440	1427
AT2G43445	1704
AT2G43450	992
AT2G09475	463
AT2G43460	1437
AT2G43465	2262
AT2G43470	1791
AT2G43480	1451
AT2G43490	4533
AT2G09480	408
AT2G43500	4993
AT2G43510	901
AT2G43520	992
AT2G43530	414
AT2G43535	867
AT2G43540	974
AT2G43550	347
AT2G43560	1640
AT2G43570	1352
AT2G43580	1446
AT2G43590	1473
AT2G43600	1125
AT2G43610	1560
AT2G09490	477
AT2G43620	1400
AT2G43630	1804
AT2G43640	1737
AT2G09495	339
AT2G43650	4203
AT2G43660	953
AT2G43670	959
AT2G43680	3713
AT2G43690	2809
AT2G43700	3815
AT2G43710	3017
AT2G43720	1305
AT2G43730	1221
AT2G43740	1716
AT2G43745	1313
AT2G43750	3204
AT2G43760	1585
AT2G43770	1976
AT2G43780	1696
AT2G43790	2743
AT2G09500	267
AT2G43795	1492
AT2G43800	3593
AT2G43810	2099
AT2G43820	1831
AT2G43840	1703
AT2G09505	356
AT2G43850	3069
AT2G43860	1709
AT2G43865	460
AT2G43870	2046
AT2G43880	1817
AT2G43890	2348
AT2G43900	5502
AT2G43910	2950
AT2G43920	2345
AT2G43930	2446
AT2G43940	2091
AT2G43945	2377
AT2G43950	2471
AT2G43960	1601
AT2G43970	2984
AT2G43980	3392
AT2G43990	2309
AT2G44000	1483
AT2G44010	880
AT2G44020	2001
AT2G44030	1143
AT2G44040	2469
AT2G44050	2021
AT2G44060	2031
AT2G44065	2978
AT2G44070	1766
AT2G44080	1385
AT2G44090	3142
AT2G44100	3540
AT2G09510	387
AT2G44110	3103
AT2G44120	2327
AT2G44140	4797
AT2G44130	1445
AT2G44150	2974
AT2G44160	3158
AT2G44175	427
AT2G44180	2731
AT2G44190	2561
AT2G44195	1070
AT2G44198	99
AT2G44200	2476
AT2G44210	2435
AT2G44220	2049
AT2G44230	2256
AT2G44240	2551
AT2G44250	2080
AT2G44255	2103
AT2G44260	2030
AT2G44270	2427
AT2G09515	207
AT2G44280	3405
AT2G44290	1316
AT2G44300	1272
AT2G44310	805
AT2G44320	82
AT2G44330	600
AT2G44340	1135
AT2G44350	4512
AT2G44360	965
AT2G44370	1171
AT2G44380	1196
AT2G44390	741
AT2G44400	935
AT2G44410	2099
AT2G44420	2490
AT2G44430	2995
AT2G44440	2876
AT2G44450	3326
AT2G44460	3721
AT2G09525	708
AT2G44470	4494
AT2G44480	3684
AT2G44490	3184
AT2G09530	241
AT2G44500	2638
AT2G44510	2218
AT2G44520	2433
AT2G44525	1444
AT2G44530	2694
AT2G44540	1892
AT2G44550	1762
AT2G44560	1977
AT2G44570	2142
AT2G44581	631
AT2G44578	694
AT2G44580	1878
AT2G44590	3422
AT2G44600	1592
AT2G44610	2730
AT2G44620	1135
AT2G44630	1418
AT2G44640	2154
AT2G44650	1741
AT2G44660	2008
AT2G09535	298
AT2G44670	1011
AT2G44680	1917
AT2G44690	1762
AT2G44700	1328
AT2G44710	4536
AT2G44730	1233
AT2G44735	3059
AT2G44740	1578
AT2G44745	1891
AT2G44750	1450
AT2G44760	2080
AT2G44770	3062
AT2G44790	1671
AT2G09540	317
AT2G09545	437
AT2G44798	5252
AT2G44800	1732
AT2G44810	2084
AT2G44820	1800
AT2G44830	3557
AT2G44840	1113
AT2G09550	476
AT2G09555	735
AT2G44850	2208
AT2G09560	206
AT2G44860	1760
AT2G09565	223
AT2G44870	1732
AT2G44880	3198
AT2G09570	320
AT2G44890	2094
AT2G09575	604
AT2G44900	5156
AT2G44910	2076
AT2G09585	328
AT2G09590	389
AT2G44920	2517
AT2G44925	1045
AT2G44930	2265
AT2G44940	1303
AT2G44950	6478
AT2G44970	3359
AT2G44980	4502
AT2G44990	2737
AT2G44995	1577
AT2G44993	1402
AT2G45000	3876
AT2G45010	2008
AT2G45020	73
AT2G45023	2018
AT2G45030	4780
AT2G45040	1446
AT2G45050	1431
AT2G45060	2583
AT2G45070	1479
AT2G45080	1102
AT2G45100	3304
AT2G45110	1842
AT2G45120	1424
AT2G45130	1444
AT2G45135	1751
AT2G45140	2497
AT2G45150	2466
AT2G45160	2590
AT2G45170	1528
AT2G45180	970
AT2G45190	2528
AT2G45200	2705
AT2G45210	1177
AT2G45220	2546
AT2G45240	3352
AT2G45245	2060
AT2G45243	601
AT2G45250	1605
AT2G45260	2086
AT2G45270	3465
AT2G45280	2461
AT2G45290	3988
AT2G45300	4579
AT2G45310	1962
AT2G45315	1984
AT2G45320	2082
AT2G45330	2164
AT2G45340	3062
AT2G45350	1876
AT2G45360	923
AT2G09605	237
AT2G45380	3666
AT2G09610	364
AT2G45390	73
AT2G45400	2630
AT2G09615	719
AT2G45403	853
AT2G45405	574
AT2G45406	588
AT2G45410	992
AT2G45420	2382
AT2G09620	536
AT2G09625	347
AT2G09630	441
AT2G09635	477
AT2G45430	1769
AT2G45440	2280
AT2G45450	1067
AT2G45460	5114
AT2G45470	1846
AT2G45480	2386
AT2G45490	1707
AT2G45500	3515
AT2G45510	2150
AT2G45520	1258
AT2G45530	1043
AT2G09640	1256
AT2G45540	15418
AT2G09645	200
AT2G09650	251
AT2G45550	2281
AT2G45560	2662
AT2G45570	2653
AT2G45580	2300
AT2G45590	3124
AT2G45600	1527
AT2G45610	1298
AT2G45620	3041
AT2G45630	1338
AT2G45640	1944
AT2G45650	2397
AT2G45660	3621
AT2G09655	249
AT2G45670	3886
AT2G45680	1648
AT2G45685	1680
AT2G45690	2597
AT2G45695	946
AT2G45700	3728
AT2G45710	1544
AT2G45720	3289
AT2G09660	753
AT2G45730	3010
AT2G45740	1969
AT2G45750	3061
AT2G45760	892
AT2G45770	2654
AT2G45780	630
AT2G45790	2344
AT2G45800	1338
AT2G09665	1095
AT2G45810	3499
AT2G45820	1789
AT2G45830	2620
AT2G45840	2634
AT2G45850	2494
AT2G45860	1088
AT2G45870	1944
AT2G45880	4478
AT2G45890	2353
AT2G45900	3428
AT2G45910	4499
AT2G45920	2698
AT2G45930	1523
AT2G09670	495
AT2G45940	1363
AT2G45950	3798
AT2G45960	1902
AT2G45970	2645
AT2G45980	1927
AT2G45990	2196
AT2G09675	183
AT2G46000	1156
AT2G46020	9523
AT2G46030	2120
AT2G46040	3212
AT2G46050	1773
AT2G46060	4014
AT2G46070	2131
AT2G46080	2005
AT2G46090	2474
AT2G46100	1345
AT2G46110	2013
AT2G46120	73
AT2G46130	714
AT2G46140	1647
AT2G46150	1141
AT2G46160	1947
AT2G46170	2204
AT2G46180	4141
AT2G46190	1036
AT2G09680	122
AT2G46192	827
AT2G09685	85
AT2G09690	162
AT2G09695	145
AT2G09700	141
AT2G09705	144
AT2G46200	4695
AT2G46210	1966
AT2G46220	1542
AT2G46225	2382
AT2G09710	426
AT2G46230	1761
AT2G46240	4088
AT2G46250	2201
AT2G46255	225
AT2G46260	3028
AT2G46270	3224
AT2G46280	2575
AT2G46290	2182
AT2G46300	1477
AT2G46308	189
AT2G46310	1557
AT2G09715	223
AT2G46320	2684
AT2G46330	1101
AT2G46340	5375
AT2G46360	769
AT2G46370	3098
AT2G46375	632
AT2G46380	3325
AT2G46390	934
AT2G46400	1545
AT2G46410	1349
AT2G46420	3693
AT2G46430	3494
AT2G46440	3250
AT2G46450	4034
AT2G46455	1699
AT2G46460	483
AT2G46470	2848
AT2G09720	350
AT2G46480	2179
AT2G46490	839
AT2G46493	1498
AT2G46494	1468
AT2G46495	1867
AT2G46500	2738
AT2G46505	1291
AT2G46510	2421
AT2G09725	206
AT2G46520	3961
AT2G09730	352
AT2G46530	3855
AT2G46535	985
AT2G46540	1366
AT2G46550	2267
AT2G46560	10535
AT2G46572	2972
AT2G46570	2798
AT2G46567	111
AT2G46580	1483
AT2G46590	2459
AT2G46600	582
AT2G09735	99
AT2G46610	2197
AT2G09740	491
AT2G46620	2081
AT2G46630	1930
AT2G46640	2419
AT2G46650	1259
AT2G46660	2252
AT2G09745	383
AT2G46670	877
AT2G46680	1694
AT2G46685	170
AT2G09750	238
AT2G46690	896
AT2G46700	4160
AT2G09755	383
AT2G46710	3847
AT2G46720	3113
AT2G46735	952
AT2G46740	2452
AT2G46750	3031
AT2G46760	2330
AT2G46765	393
AT2G46770	2192
AT2G46780	2470
AT2G46790	2573
AT2G46800	4204
AT2G46810	3079
AT2G46820	1794
AT2G46830	3325
AT2G46840	939
AT2G46850	2419
AT2G46860	1659
AT2G46870	1628
AT2G09760	537
AT2G46880	1884
AT2G46890	1532
AT2G46900	2706
AT2G46910	1722
AT2G46915	3875
AT2G46920	3928
AT2G46930	2945
AT2G46940	1157
AT2G09765	236
AT2G46950	2546
AT2G46960	2341
AT2G46970	2428
AT2G46980	4780
AT2G09770	268
AT2G46990	1358
AT2G46995	280
AT2G47000	5701
AT2G09775	210
AT2G09780	207
AT2G47010	2272
AT2G47020	2823
AT2G47015	218
AT2G47030	2351
AT2G47040	2345
AT2G47050	1115
AT2G47060	2339
AT2G47070	4217
AT2G47090	3119
AT2G47100	73
AT2G47110	711
AT2G09785	168
AT2G47115	1572
AT2G47120	1124
AT2G47130	1303
AT2G47140	1417
AT2G47150	791
AT2G47160	3909
AT2G47170	2245
AT2G09805	517
AT2G09815	115
AT2G47180	1681
AT2G09825	352
AT2G47190	1559
AT2G47200	757
AT2G47210	4718
AT2G09835	208
AT2G47220	3212
AT2G47230	3269
AT2G47240	5411
AT2G47245	914
AT2G47250	3397
AT2G47260	2297
AT2G47270	899
AT2G47275	135
AT2G09845	224
AT2G47280	1609
AT2G47300	3799
AT2G09875	349
AT2G47310	3689
AT2G47320	1618
AT2G47330	2925
AT2G47340	1010
AT2G47350	3820
AT2G47360	1273
AT2G47370	1537
AT2G47380	1131
AT2G09885	769
AT2G47390	4374
AT2G09895	271
AT2G47400	913
AT2G47410	9165
AT2G47420	1551
AT2G47430	5043
AT2G47440	2436
AT2G47450	1815
AT2G47460	3272
AT2G47470	2762
AT2G47480	792
AT2G09905	335
AT2G47485	1025
AT2G47490	2891
AT2G09915	461
AT2G47500	5323
AT2G47510	4260
AT2G47520	927
AT2G47530	878
AT2G47540	855
AT2G47550	2864
AT2G09925	285
AT2G47560	1012
AT2G09935	239
AT2G47570	1159
AT2G47580	1727
AT2G09945	1034
AT2G47585	113
AT2G47590	2322
AT2G47600	3464
AT2G47610	1935
AT2G47620	2533
AT2G47630	2602
AT2G47640	1731
AT2G47650	2977
AT2G47670	990
AT2G47680	5516
AT2G47690	1164
AT2G47700	2334
AT2G47710	1403
AT2G47730	3160
AT2G47720	516
AT2G47740	71
AT2G47750	3834
AT2G09955	613
AT2G47760	3644
AT2G09965	203
AT2G47770	1044
AT2G47780	995
AT2G47790	2064
AT2G47800	5950
AT2G47810	961
AT2G47820	3686
AT2G47830	3199
AT2G47840	815
AT2G47844	361
AT2G47850	3136
AT2G47860	2627
AT2G47870	733
AT2G47880	675
AT2G47885	243
AT2G47890	2292
AT2G47895	1002
AT2G47900	2403
AT2G47910	1206
AT2G47920	1128
AT2G47930	707
AT2G47935	1247
AT2G47940	4316
AT2G47950	901
AT2G47960	3725
AT2G47970	1972
AT2G47980	5772
AT2G47990	1812
AT2G09975	556
AT2G48000	2211
AT2G48010	2549
AT2G48020	3345
AT2G48030	2791
AT2G48060	11616
AT2G48070	1751
AT2G48075	852
AT2G48080	2203
AT2G48090	1266
AT2G48100	2915
AT2G48110	6419
AT2G48120	1817
AT2G48121	770
AT2G48130	3601
AT2G48140	1332
AT2G09995	83
AT2G48150	1399
AT2G48160	7498
AT3G01015	2551
AT3G01010	477
AT3G01020	1046
AT3G01030	1116
AT3G01040	3975
AT3G01050	2861
AT3G00970	387
AT3G01060	2279
AT3G01070	1398
AT3G01080	2358
AT3G01085	3189
AT3G01090	3526
AT3G01100	4003
AT3G01120	3401
AT3G01130	1765
AT3G01140	1967
AT3G01142	1579
AT3G00975	212
AT3G01150	3049
AT3G01160	3018
AT3G01170	1380
AT3G01175	2869
AT3G01180	3867
AT3G01185	830
AT3G01190	1634
AT3G01200	1895
AT3G01202	1562
AT3G01210	1852
AT3G01220	2233
AT3G01230	781
AT3G01240	943
AT3G01250	877
AT3G01260	2180
AT3G01270	2321
AT3G01280	2520
AT3G01290	1910
AT3G01300	3193
AT3G01310	8016
AT3G01311	1817
AT3G01313	83
AT3G01316	75
AT3G00980	304
AT3G00985	80
AT3G01320	7386
AT3G01319	141
AT3G01322	345
AT3G01326	507
AT3G01327	343
AT3G01328	413
AT3G01329	330
AT3G01331	465
AT3G01323	447
AT3G01324	363
AT3G01325	373
AT3G01330	2558
AT3G01340	1692
AT3G01345	1612
AT3G00995	370
AT3G01350	2536
AT3G01360	2401
AT3G01005	188
AT3G01370	4772
AT3G01380	6001
AT3G01390	1633
AT3G01400	1539
AT3G01410	2315
AT3G01415	790
AT3G01025	244
AT3G01420	3456
AT3G01430	1151
AT3G01435	1775
AT3G01440	1255
AT3G01450	2449
AT3G01460	9265
AT3G01470	2008
AT3G01035	345
AT3G01475	612
AT3G01480	2572
AT3G01490	2891
AT3G01500	4239
AT3G01510	3489
AT3G01513	868
AT3G01516	2907
AT3G01520	1912
AT3G01530	1686
AT3G01540	4219
AT3G01550	2332
AT3G01560	2408
AT3G01570	889
AT3G01572	114
AT3G01580	2351
AT3G01590	2774
AT3G01600	2443
AT3G01610	3670
AT3G01620	1772
AT3G01045	1045
AT3G01630	1995
AT3G01640	2160
AT3G01650	3546
AT3G01660	1439
AT3G01670	3281
AT3G01680	3646
AT3G01690	2402
AT3G01700	753
AT3G01705	72
AT3G01710	2245
AT3G01720	3821
AT3G01730	544
AT3G01740	1894
AT3G01750	2756
AT3G01760	2057
AT3G01770	3509
AT3G01780	4783
AT3G01790	2662
AT3G01800	2080
AT3G01810	4613
AT3G01820	1971
AT3G01055	205
AT3G01830	3240
AT3G01840	2067
AT3G01850	2614
AT3G01860	2127
AT3G01870	2096
AT3G01880	1779
AT3G01890	2067
AT3G01900	1880
AT3G01910	2739
AT3G01920	1786
AT3G01930	2630
AT3G01065	507
AT3G01940	823
AT3G01960	1492
AT3G01950	545
AT3G01961	171
AT3G01970	1461
